Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
DIM	Intl Midcap Dividend Wisdomtree			0	0	0	0	0	0	0	0
DIRT	Agriculture Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
DIT	Amcon Distributing Company	Consumer Non-Durables	Food Distributors	12.43	8.07	0.72	677966	0.72	0	0.08	1.02
DIV	Global X Super Dividend ETF			0	0	0	0	0	0	0	0
DIVA	Quantshares Hedged Dividend Inc			0	0	0	0	0	0	0	0
DIVC	Citigroup Inc C-Tracks ETN Mil			0	3.04	0	0	0	0	0	0
DIVI	Advisorshares Athena High Divid			0	0	0	0	0	0	0	0
DIVO	Amplify Yieldshares Cwp Dividend & Option Inc Et			0	0	0	0	0	0	0	0
DIVY	Realty Shares Divs ETF			0	0	0	0	0	0	0	0
DJCI	DJ-UBS Commodity Idx TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
DJD	Guggenheim DOW Jones Industrial			0	0	0	0	0	0	0	0
DJP	DJ-UBS Commodity Idx TR ETN Ipath			0	0	0	0	0	0	0	0
DLA	Delta Apparel	Consumer Non-Durables	Apparel	18.92	0.96	0	7607886	0	0.69	0.33	0.92
DLN	Largecap Dividend Wisdomtree			0	0	0	0	0	0	0	0
DLS	Intl Smallcap Dividend Wisdomtree			0	0	0	0	0	0	0	0
DMF	Dreyfus Muni Income	Finance	Closed-End Fund - Debt	0	0.83	5.55	0	0.49	0	0	0
DNL	Global Ex-US Growth Wisdomtree			0	0	0	0	0	0	0	0
DNN	Denison Mines Corp	Basic Industries	Precious Metals	0	-0.05	0	533423100	0	0	27.42	2.15
DNO	US Short Oil			0	0	0	0	0	0	0	0
DOD	DJ High Yield Select 10 ETN Elements			0	0	0	0	0	0	0	0
DOG	Short DOW 30 Proshares			0	0	0	0	0	0	0	0
DOL	Intl Largecap Dividend Wisdomtree			0	-0.07	0	0	0	0	0	0
DON	Midcap Dividend Wisdomtree			0	0	0	0	0	0	0	0
DOO	Intl Div Ex-Financials Wisdomtree			0	0	0	0	0	0	0	0
DPK	Dev Mkts Bear 3X Direxion			0	0	0	0	0	0	0	0
DPST	Direxion Daily Regional Banks B			0	1.51	0	0	0	0	0	0
DPW	Digital Power Corp	Capital Goods	Industrial Machinery/Components	0	-0.06	0	6774194	0	0	0.54	1.35
DRIP	Direxion Daily S&P Oil & Gas Ex			0	0	0	0	0	0	0	0
DRN	Real Estate Bull 3X Direxion			0	0	0	0	0	0	0	0
DRR	Euro Double Short ETN Market Vectors			0	0	0	0	0	0	0	0
DRV	Real Estate Bear 3X Direxion	Consumer Services	Business Services	0	0	0	0	0	0	0	0
DRW	Global Ex-US Real Estate Wisdomtree			0	0	0	0	0	0	0	0
DSI	KLD 400 Social Index Ishares	Notes		0	0	0	0	0	0	0	0
DSS	Document Security Systems			0	-0.9	0	49500000	0	0	3.76	6.65
DSUM	Chinese Yuan Dim Sum Bond Powershares			0	0	0	0	0	0	0	0
DTD	Total Dividend Wisdomtree			0	0	0	0	0	0	0	0
DTH	DEFA Equity Income Wisdomtree			0	0	0	0	0	0	0	0
DTN	Dividend Ex-Financials Wisdomtree			0	0	0	0	0	0	0	0
DTO	DB Crude Oil Dble Short ETN Powershares			0	0	0	0	0	0	0	0
DUG	Ultrashort Oil & Gas Proshares			0	0	0	0	0	0	0	0
DULL	Direxion Daily Silver Miners Index Bear 2X Share			0	0	0	0	0	0	0	0
DUST	Gold Miners Bear 3X Direxion			0	0	0	0	0	0	0	0
DVEM	Wisdomtree Emerging Markets Div			0	0	0	0	0	0	0	0
DVHL	Etracs 2Xleveraged Diversified			0	0	0	0	0	0	0	0
DVP	Deep Value ETF			0	0	0	0	0	0	0	0
DVY	DJ Select Dividend Index Ishares	Finance	Closed-End Fund - Equity	0	9.11	0	0	0	0	0	0
DVYA	Asia Pacific Dividend 30 Ishares			0	0	0	0	0	0	0	0
DVYE	Emrg Mkts Dividend Ishares			0	0	0	0	0	0	0	0
DVYL	2X Leveraged DJ Select Dividend ETN			0	0	0	0	0	0	0	0
DWM	DEFA Wisdomtree			0	0	0	0	0	0	0	0
DWT	Velocityshares 3X Inverse Crude Oil			0	0	0	0	0	0	0	0
DWX	SPDR S&P Dividend International			0	0	0	0	0	0	0	0
DXD	Ultrashort DOW 30 Proshares			0	0	0	0	0	0	0	0
DXJ	Japan Hedged Equity Wisdomtree			0	0	0	0	0	0	0	0
DXJC	Wisdomtree Japan Hedged Capital			0	0	0	0	0	0	0	0
DXJF	Wisdomtree Japan Hedged Financi			0	0	0	0	0	0	0	0
DXJH	Wisdomtree Japan Hedged Health			0	0	0	0	0	0	0	0
DXJR	Wisdomtree Japan Hedged Real Es			0	0	0	0	0	0	0	0
DXJT	Wisdomtree Japan Hedged Tech M			0	0	0	0	0	0	0	0
DXR	Daxor Corp	Health Care	Medical/Dental Instruments	0	-0.79	0.35	3825555	0.03	0	48.6327	2.0344
DXUS	Wisdomtree Global Ex-U.S. Hedge			0	0	0	0	0	0	0	0
DYB	Wisdomtree Dynamic Bearish U.S.			0	0	0	0	0	0	0	0
DYLS	Wisdomtree Dynamic Long/Short U			0	0	0	0	0	0	0	0
DYY	DB Commodity Dble Long ETN Powershares			0	0	0	0	0	0	0	0
DZK	Dev Mkts Bull 3X Direxion			0	0	0	0	0	0	0	0
DZZ	DB Gold Double Short ETN Powershares			0	0	0	0	0	0	0	0
EAD	Wells Fargo Advantage	Finance	Closed-End Fund - Debt	0	0.96	9.65	0	0.82	0	0	0
EBND	SPDR EM Local Bond ETF Barclays Capital			0	0	0	0	0	0	0	0
ECF	Ellsworth Convertible Growth and Income	Finance	Closed-End Fund - Debt	0	0.96	5.18	0	0.44	0	0	0
ECH	Chile Investable Mkt Idx MSCI Ishares			0	0	0	0	0	0	0	0
ECNS	China Smallcap Index MSCI Ishares			0	0	0	0	0	0	0	0
ECON	Emrg Mkts Consumer Egshares			0	0	0	0	0	0	0	0
EDC	Emrg Mkts Bull 3X Direxion			0	0	0	0	0	0	0	0
EDEN	Denmark Capped Investable Mkt Idx Fd MSCI Ishare			0	0	0	0	0	0	0	0
EDIV	SPDR S&P Emrg Mkts Dividend			0	0	0	0	0	0	0	0
EDOG	Alps Emerging Sector Dividend D			0	0	0	0	0	0	0	0
EDV	Extended Dur Trs Idx ETF Vanguard			0	0	0	0	0	0	0	0
EDZ	Emrg Mkts Bear 3X Direxion			0	0	0	0	0	0	0	0
EEB	BRIC Guggenheim			0	0	0	0	0	0	0	0
EEH	Spectrum Lg Cap U.S. Sector ETN Elements			0	0	0	0	0	0	0	0
EELV	S&P Emrg Mkts Low Volatily Powershares			0	0	0	0	0	0	0	0
EEM	Emrg Mkts Index MSCI Ishares			0	2.59	0	0	0	0	0	0
EEMO	Powershares S&P Emerging Market			0	0	0	0	0	0	0	0
EEMS	Emrg Mkts Smallcap MSCI Ishares			0	0	0	0	0	0	0	0
EEMV	Emrg Mkts Min Vol Idx MSCI Ishares			0	0	0	0	0	0	0	0
EEMX	SPDR MSCI Emerging Markets Fossil Fuel Reserves			0	0	0	0	0	0	0	0
EES	Smallcap Earnings Wisdomtree			0	0	0	0	0	0	0	0
EET	Ultra MSCI Emrg Mkts Proshares			0	0	0	0	0	0	0	0
EEV	Ultrashort MSCI Emrg Mkts Proshares			0	0	0	0	0	0	0	0
EFA	EAFE Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-5.36	0	0	0	0	0	0
EFAD	Proshares MSCI EAFE Dividend Gr			0	0	0	0	0	0	0	0
EFAV	EAFE Min Volatility MSCI Ishares			0	0	0	0	0	0	0	0
EFAX	SPDR MSCI EAFE Fossil Fuel Reserves Free ETF			0	0	0	0	0	0	0	0
EFFE	Global X Jpmorgan Efficiente In			0	0	0	0	0	0	0	0
EFG	EAFE Growth Index MSCI Ishares			0	0	0	0	0	0	0	0
EFNL	Finland Cp Investable Mkt Indx Fund MSCI Ishares			0	0	0	0	0	0	0	0
EFO	Ultra MSCI EAFE Proshares			0	0	0	0	0	0	0	0
EFU	Ultrashort MSCI EAFE Proshares			0	0	0	0	0	0	0	0
EFV	EAFE Value Index MSCI Ishares			0	0	0	0	0	0	0	0
EFZ	Short EAFE MSCI Proshares			0	0	0	0	0	0	0	0
EGAS	Gas Natural Inc	Public Utilities	Oil/Gas Transmission	0	-0.06	2.38	10519370	0.3	0	1.35	1.43
EGI	Entree Gold Inc	Basic Industries	Precious Metals	0	-0.052	0	153046700	0	0	0	3.978
EGPT	Egypt Index ETF Market Vectors			0	0	0	0	0	0	0	0
EIA	Eaton Vance California Muni Bond II	Finance	Closed-End Fund - Debt	0	1.03	4.5	0	0.53	0	0	0
EIDO	Indonesia Invstble Mkt Idx MSCI Ishares			0	0	0	0	0	0	0	0
EIM	Eaton Vance Muni Bond Fund	Finance	Closed-End Fund - Debt	0	1.34	5.09	0	0.65	0	0	0
EIO	Eaton Vance Ohio Muni Bond Fund	Finance	Closed-End Fund - Debt	0	1.51	4.58	0	0.6	0	0	0
EIP	Eaton Vance Pennsylvania Muni Bond	Finance	Closed-End Fund - Debt	0	1.62	5.07	0	0.65	0	0	0
EIRL	Ireland Cppd Invstb Mkt Idx MSCI Ishares			0	0	0	0	0	0	0	0
EIS	Israel Cap Invest Mkt Index MSCI Ishares			0	0	0	0	0	0	0	0
EIV	Eaton Vance Muni Bond Fund II	Finance	Closed-End Fund - Debt	0	1.21	4.79	0	0.6	0	0	0
ELD	Emrg Mkts Local Debt Wisdomtree			0	0	0	0	0	0	0	0
ELKU	Elkhorn FTSE Rafi U.S. Equity I			0	0	0	0	0	0	0	0
ELLO	Ellomay Capital Ltd Ordinary Sh			0	-0.19	10.77	10850180	0.9	0	7.1	0.98
ELMD	Electromed Inc			22.94	0.18	0	8229064	0	1.46	1.44	1.99
EMAG	Market Vectors Emerging Markets Aggregate Bond E			0	0	0	0	0	0	0	0
EMAN	Emagin Corp	Technology	Semiconductors	0	-0.23	0	31623810	0	-1.87	2.89	2.86
EMB	USD Emrg Mkts Bond Ishares			0	0	0	0	0	0	0	0
EMBH	Ishares Interest Rate Hedged EM			0	0	0	0	0	0	0	0
EMCR	Egshares Emerging Markets Core			0	0	0	0	0	0	0	0
EMDD	Egshares EM Strategic Opportunities ETF			0	0	0	0	0	0	0	0
EMDV	Proshares MSCI Emerging Markets			0	0	0	0	0	0	0	0
EMFM	Global X Next Emerging & Fronti			0	0	0	0	0	0	0	0
EMGF	Factorselect MSCI Emerging ETF			0	0	0	0	0	0	0	0
EMHY	Emrg Mkts High Yield Bond Fund Ishares			0	0	0	0	0	0	0	0
EMI	Eaton Vance Michigan Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.61	3.9	0	0.51	0	0	0
EMIH	Deutsche X-Trackers Emerging Ma			0	0	0	0	0	0	0	0
EMJ	Eaton Vance New Jersey Muni Bond	Finance	Closed-End Fund - Debt	0	1.75	4.97	0	0.64	0	0	0
EMLC	Emrg Mkts Local Curr Bond ETF Market Vectors			0	0	0	0	0	0	0	0
EMLP	First Trust North American Ener			0	0	0	0	0	0	0	0
EMQQ	Emerging Markets Internet and E			0	0	0	0	0	0	0	0
EMSA	Barclays Bank Plc			0	0	0	0	0	0	0	0
EMSD	Wisdomtree Strong Dollar Emergi			0	0	0	0	0	0	0	0
EMSH	Short Term USD EM Bond Proshares			0	15.29	0	0	0	0	0	0
EMTL	SPDR Doubleline Emerging Market			0	0	0	0	0	0	0	0
EMX	Eurasian Minerals			580	0	0	74060340	0	0	55.77	2.6
ENFR	Alerian Energy Infrastructure E			0	0	0	0	0	0	0	0
ENOR	Norway Capped Investable Mkt Idx Fd MSCI Ishares			0	0	0	0	0	0	0	0
ENRJ	Enerjex Resources Inc			0	-3.025	0	8432203	0	0	1.761	0
ENSV	Enservco Corpporation			0	-0.18	0	38127270	0	-0.16	0.77	1.64
ENX	Eaton Vance New York Muni Bond Fund	Finance	Closed-End Fund - Debt	0	1.07	4.94	0	0.62	0	0	0
ENY	Canadian Energy Income Guggenheim	Basic Materials	Oil & Gas Drilling & Exploration	0	0	0	0	0	0	0	0
EPHE	Philippines Invstb Mkt Idx MSCI Ishares			0	0	0	0	0	0	0	0
EPI	India Earnings Wisdomtree			0	0	0	0	0	0	0	0
EPM	Evolution Petroleum Corp	Energy	Oil & Gas Production	11.17	0.66	3.73	33046840	0.28	0	8.82	3.66
EPOL	Poland Investable Mkt Index MSCI Ishares			0	0	0	0	0	0	0	0
EPP	Pacific Ex-Japan MSCI Ishares	Finance	Closed-End Fund - Equity	0	3.89	0	0	0	0	0	0
EPRF	Elkhorn S&P High Quality Prefer			0	0	0	0	0	0	0	0
EPS	Earnings 500 Wisdomtree			0	0	0	0	0	0	0	0
EPU	All Peru Capped Index MSCI Ishares			0	0	0	0	0	0	0	0
EPV	Ultrashort FTSE Europe Proshares			0	0	0	0	0	0	0	0
EQAL	Powershares Russell 1000 Equal			0	0	0	0	0	0	0	0
EQL	Alps Equal Sector Weight ETF			0	0	0	0	0	0	0	0
EQLT	Workplace Equality Portfolio Et			0	0	0	0	0	0	0	0
EQWL	Powershares Russell Top 200 Equal Wt ETF			0	0	0	0	0	0	0	0
EQWM	Powershares Russell Midcap Equal Wt ETF			0	0	0	0	0	0	0	0
EQWS	Powershares Russell 2000 Equal Wt ETF			0	0	0	0	0	0	0	0
ERC	Wells Fargo Advantage Multi-Sector	Finance	Closed-End Fund - Debt	0	1.43	8.55	0	1.11	0	0	0
ERGF	Ishares Edge MSCI Multifactor E			0	0	0	0	0	0	0	0
ERH	Wells Fargo Advantage Utilities and High	Finance	Closed-End Fund - Debt	0	1.21	7.42	0	0.9	0	0	0
ERN	Erin Energy Corp			0	-2.02	0	212594900	0	0	8.71	0
ERO	EUR/USD Exchange Rate ETN Ipath			0	0	0	0	0	0	0	0
ERUS	Russia Capped Index MSCI Ishares			0	0	0	0	0	0	0	0
ERX	Energy Bull 3X Direxion			0	0	0	0	0	0	0	0
ERY	Energy Bear 3X Direxion			0	0	0	0	0	0	0	0
ERYY	Direxion Daily Energy Bear 1X S			0	0	0	0	0	0	0	0
ESBA	Empire State Realty Op LP			66.81	0.34	2.06	36509900000	0.42	0	0	0
ESGF	Oppenheimer Global ESG Revenue ETF			0	0	0	0	0	0	0	0
ESGL	Oppenheimer ESG Revenue ETF			0	0	0	0	0	0	0	0
ESGN	Columbia Sustainable Internatio			0	0	0	0	0	0	0	0
ESGS	Columbia Sustainable U.S. Equit			0	0	0	0	0	0	0	0
ESGW	Columbia Sustainable Global Equ			0	0	0	0	0	0	0	0
ESNC	Ensync Inc			0	-0.4	0	47854840	0	-0.09	3.03	2.34
ESP	Espey Mfg. & Electronics	Capital Goods	Industrial Machinery/Components	21.553	1.179	3.9	2306875	1	0	2.171	1.835
ESTE	Earthstone Energy			0	-8.35	0	22272660	0	-0.99	8.71	1.07
ETHO	Etho Climate Leadership U.S. Et			0	0	0	0	0	0	0	0
EUDG	Wisdomtree Europe Dividend Grow			0	0	0	0	0	0	0	0
EUDV	Proshares MSCI Europe Dividend			0	0	0	0	0	0	0	0
EUFL	Direxion European Financials Bull 2X Shares			0	0	0	0	0	0	0	0
EUFS	Direxion Daily European Financials Bear 1X Share			0	0	0	0	0	0	0	0
EUFX	Short Euro Proshares			0	0	0	0	0	0	0	0
EUM	Short Emrg Mkts MSCI Proshares			0	0	0	0	0	0	0	0
EUMV	MSCI Europe Minimum Vol Ishares			0	0	0	0	0	0	0	0
EUO	Ultrashort Euro Proshares			0	0	0	0	0	0	0	0
EURL	Direxion Daily FTSE Europe Bull			0	0	0	0	0	0	0	0
EUSA	USA Index MSCI Ishares			0	0	0	0	0	0	0	0
EUSC	Wisdomtree Europe Hedged Smallcap Eq ETF			0	0	0	0	0	0	0	0
EVBN	Evans Bancorp	Finance	Major Banks	20.42	1.9	2	4389936	0.76	0	3.87	1.73
EVI	Envirostarm Inc	Consumer Services	Other Consumer Services	64.73	0.28	0	9979775	0	0	4.02	20.41
EVJ	Eaton Vance New Jersey Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.26	4.88	0	0.59	0	0	0
EVM	Eaton Vance California Muni Bond Fund	Finance	Closed-End Fund - Debt	0	0.71	5.02	0	0.58	0	0	0
EVO	Eaton Vance Ohio Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.58	4.36	0	0.61	0	0	0
EVP	Eaton Vance Pennsylvania Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.25	4.43	0	0.55	0	0	0
EVV	Eaton Vance Limited Duration	Finance	Closed-End Fund - Debt	0	1.37	7.53	0	1.04	0	0	0
EVX	Environmental Svcs ETF Market Vectors			0	0	0	0	0	0	0	0
EVY	Eaton Vance New York Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.492	4.71	0	0.62	0	0	0
EWA	Australia Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	2.16	0	0	0	0	0	0
EWC	Canada Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	1.84	0	0	0	0	0	0
EWD	Sweden Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-6.39	0	0	0	0	0	0
EWEM	Emrg Mkts Eq Wt MSCI Guggenheim			0	0	0	0	0	0	0	0
EWG	Germany Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-6.9	0	0	0	0	0	0
EWGS	Germany Smallcap Index Fund MSCI Ishares			0	0	0	0	0	0	0	0
EWH	Hong Kong Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	1.99	0	0	0	0	0	0
EWI	Italy Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-12.14	0	0	0	0	0	0
EWJ	Japan Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-1.34	0	0	0	0	0	0
EWK	Belgium Investable Mkt Idx MSCI Ishares	Finance	Closed-End Fund - Equity	0	0.47	0	0	0	0	0	0
EWL	Switzerland Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-0.9	0	0	0	0	0	0
EWM	Malaysia Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-3.55	0	0	0	0	0	0
EWMC	Guggenheim S&P Midcap 400 Equal			0	0	0	0	0	0	0	0
EWN	Netherlands Invstbl Mkt Idx MSCI Ishares	Finance	Closed-End Fund - Equity	0	0.93	0	0	0	0	0	0
EWO	Austria Investable Mkt Idx MSCI Ishares	Finance	Closed-End Fund - Equity	0	-1.958	0	0	0	0	0	0
EWP	Spain Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-9.74	0	0	0	0	0	0
EWQ	France Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-3.06	0	0	0	0	0	0
EWRE	Guggenheim S&P 500 Equal Weight			0	0	0	0	0	0	0	0
EWS	Singapore Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	0.23	0	0	0	0	0	0
EWSC	Guggenheim S&P Smallcap 600 Equ			0	0	0	0	0	0	0	0
EWT	Taiwan Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	2.99	0	0	0	0	0	0
EWU	United Kingdom Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-2.39	0	0	0	0	0	0
EWUS	United Kingdom Smallcap Index Fund MSCI Ishares			0	0	0	0	0	0	0	0
EWV	Ultrashort MSCI Japan Proshares			0	0	0	0	0	0	0	0
EWW	Mexico Investable Mkt Idx MSCI Ishares	Finance	Closed-End Fund - Equity	0	-12.85	0	0	0	0	0	0
EWX	SPDR S&P Emrg Mkts Smallcap			0	0	0	0	0	0	0	0
EWY	South Korea Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-11	0	0	0	0	0	0
EWZ	Brazil Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	8.9	0	0	0	0	0	0
EXI	S&P Global Industrials Ishares			0	0	0	0	0	0	0	0
EXT	Total Earnings Wisdomtree			0	0	0	0	0	0	0	0
EYLD	Cambria Emerging Shareholder Yield ETF			0	0	0	0	0	0	0	0
EZA	South Africa Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-4.74	0	0	0	0	0	0
EZJ	Ultra MSCI Japan Proshares			0	0	0	0	0	0	0	0
EZM	Midcap Earnings Wisdomtree			0	0	0	0	0	0	0	0
EZR	Wisdomtree Europe Local Recover			0	0	0	0	0	0	0	0
EZU	EMU Index MSCI Ishares	Finance	Closed-End Fund - Equity	0	-2.63	0	0	0	0	0	0
EZY	Largecap Value Wisdomtree			0	0	0	0	0	0	0	0
FAN	Global Wind Energy First Trust			0	0	0	0	0	0	0	0
FAS	Financial Bull 3X Direxion			0	0	0	0	0	0	0	0
FAUS	Australia Alphadex First Trust			0	0	0	0	0	0	0	0
FAX	Aberdeen Asia-Pacific	Finance	Closed-End Fund - Foreign	0	0.53	8.81	0	0.42	0	0	0
FAZ	Financial Bear 3X Direxion			0	0	0	0	0	0	0	0
FAZZ	Direxion Daily Financial Bear 1			0	0	0	0	0	0	0	0
FBGX	UBS Ag Fi Enhanced Large Cap Gr			0	0	0	0	0	0	0	0
FBND	Fidelity Total Bond ETF			0	0	0	0	0	0	0	0
FBT	NYSE Arca Biotech Index First Trust			0	5.991	0	0	0	0	0	0
FCG	ISE Revere Natural Gas First Trust			0	0	0	0	0	0	0	0
FCO	Aberdeen Global	Finance	Closed-End Fund - Foreign	0	0.66	10.18	0	0.84	0	0	0
FCOM	Fidelity MSCI Telecommunication			0	0	0	0	0	0	0	0
FCOR	Fidelity Corporate Bond ETF			0	0	0	0	0	0	0	0
FDD	Stoxx Euro Select Div First Trust			0	0	0	0	0	0	0	0
FDIS	Fidelity MSCI Consumer Discreti			0	0	0	0	0	0	0	0
FDL	Mstar Div Leaders First Trust			0	0	0	0	0	0	0	0
FDLO	Fidelity Low Volatility Factor ETF			0	0	0	0	0	0	0	0
FDM	DJ Select Microcap First Trust			0	0	0	0	0	0	0	0
FDMO	Fidelity Momentum Factor ETF			0	0	0	0	0	0	0	0
FDN	DJ Internet Index First Trust			0	0	0	0	0	0	0	0
FDRR	Fidelity Dividend ETF For Rising Rates			0	0	0	0	0	0	0	0
FDVV	Fidelity Core Dividend ETF			0	0	0	0	0	0	0	0
FEEU	Barclays ETN Fi Enhanced Europe			0	0	0	0	0	0	0	0
FEN	Energy Income and Growth Fund	Finance	Closed-End Fund - Equity	0	-9.09	8.34	0	2.32	0	0	0
FENY	Fidelity MSCI Energy Index ETF			0	0	0	0	0	0	0	0
FEU	SPDR Stoxx Europe 50			0	0	0	0	0	0	0	0
FEZ	SPDR Euro Stoxx 50			0	-5.98	0	0	0	0	0	0
FFR	FTSE En Dev Mkts Rel Est First Trust			0	0	0	0	0	0	0	0
FFTY	Innovator Ibd 50 Fund ETF			0	0	0	0	0	0	0	0
FGD	DJ Global Select Dividend First Trust			0	0	0	0	0	0	0	0
FHLC	Fidelity MSCI Health Care Index			0	0	0	0	0	0	0	0
FIBG	CS Fi Enhanced Big Cap Growth E			0	0	0	0	0	0	0	0
FIBR	Ishares Edge U.S. Fixed Income			0	0	0	0	0	0	0	0
FIDU	Fidelity MSCI Industrials Index			0	0	0	0	0	0	0	0
FIEE	UBS Ag Fi Enhanced Europe 50			0	0	0	0	0	0	0	0
FIEG	Fi Enhanced Global High Yield			0	0	0	0	0	0	0	0
FIEU	Fi Enhanced Europe 50 ETN			0	0	0	0	0	0	0	0
FIGY	Barclays ETN Fi Enhanced Global			0	0	0	0	0	0	0	0
FIHD	UBS Ag UBS Ag Fi Enhanced Global			0	0	0	0	0	0	0	0
FILL	Global Energy Producers MSCI Ishares			0	0	0	0	0	0	0	0
FINU	Ultrapro Financials Proshares			0	0	0	0	0	0	0	0
FINZ	Ultrapro Short Financials Proshares			0	0	0	0	0	0	0	0
FISK	Empire State Realty Op L.P. Se			60.9659	0.34	2.06	299106500	0.42	0	9.1901	3.1375
FIW	ISE Water Idx First Trust			0	0	0	0	0	0	0	0
FLCO	Franklin Liberty Investment Grade Corporate ETF			0	0	0	0	0	0	0	0
FLEU	UBS Ag [London Branch]			0	0	0	0	0	0	0	0
FLGE	Credit Suisse Fi Large Cap Grow			0	0	0	0	0	0	0	0
FLIO	Franklin Liberty International Opportunities ETF			0	0	0	0	0	0	0	0
FLLV	Franklin Liberty US Low Volatility ETF			0	0	0	0	0	0	0	0
FLM	ISE Glbl Engnrg & Const First Trust			0	0	0	0	0	0	0	0
FLOT	Floating Rate Note Ishares			0	0	0	0	0	0	0	0
FLQD	Franklin Libertyq Global Divide			0	0	0	0	0	0	0	0
FLQE	Franklin Libertyq Emerging Mark			0	0	0	0	0	0	0	0
FLQG	Franklin Libertyq Global Equity			0	0	0	0	0	0	0	0
FLQH	Franklin Libertyq International			0	0	0	0	0	0	0	0
FLRN	SPDR Inv Gr Floating Rt ETF Barclays Capital			0	0	0	0	0	0	0	0
FLRT	Advisorshares Pacific Asset Enh			0	0	0	0	0	0	0	0
FLTB	Fidelity Limited Term Bond ETF			0	1.58	0	0	0	0	0	0
FLTR	Market Vectors Investment Grade			0	0	0	0	0	0	0	0
FM	MSCI Frontier 100 Ishares			0	0	0	0	0	0	0	0
FMAT	Fidelity MSCI Materials Index E			0	0	0	0	0	0	0	0
FMF	First Trust Morningstar Managed			0	0	0	0	0	0	0	0
FNCF	Ishares Edge MSCI Multifactor F			0	0	0	0	0	0	0	0
FNCL	Fidelity MSCI Financials Index			0	0	0	0	0	0	0	0
FNDA	Schwab Fundamental U.S. Small Cap			0	0	0	0	0	0	0	0
FNDB	Schwab Fundamental U.S. Broad Market			0	0	0	0	0	0	0	0
FNDC	Schwab Fundamental International			0	0	0	0	0	0	0	0
FNDE	Schwab Fundamental Emerging Market			0	0	0	0	0	0	0	0
FNDF	Schwab Fundamental International			0	0	0	0	0	0	0	0
FNDX	Schwab Fundamental U.S. Large Cap			0	0	0	0	0	0	0	0
FNI	ISE Chindia First Trust			0	0	0	0	0	0	0	0
FOIL	Aluminum Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
FPE	First Trust Preferred Securitie			0	0	0	0	0	0	0	0
FPP	Fieldpoint Petroleum Corp	Energy	Oil & Gas Production	0	-1.358	0	9792388	0	0	2.126	0
FPP.W	Fieldpoint Petroleum Warrant			0	0	0	0	0	0	0	0
FPX	US Ipo Index First Trust			0	0	0	0	0	0	0	0
FQAL	Fidelity Quality Factor ETF			0	0	0	0	0	0	0	0
FRAK	Unconventl Oil & Gas ETF Market Vectors			0	0	0	0	0	0	0	0
FRD	Friedman Industries Inc	Capital Goods	Steel/Iron Ore	0	-0.31	0.59	6798519	0.04	0	0.61	0.76
FREL	Fidelity MSCI Real Estate Index			0	0	0	0	0	0	0	0
FRI	S&P REIT Index First Trust			0	0	0	0	0	0	0	0
FRN	Frontier Markets Guggenheim	Consumer Services	Restaurants	0	0	0	0	0	0	0	0
FSI	Flexible Solutions International Inc	Basic Industries	Major Chemicals	10.07	0.15	0	11453330	0	0	1.07	1.42
FSP	Franklin Street Properties	Consumer Services	Real Estate Investment Trusts	57.34	0.22	6.12	107200000	0.76	0	5.46	1.38
FSTA	Fidelity MSCI Consumer Staples			0	0	0	0	0	0	0	0
FTEC	Fidelity MSCI Information Techn			0	-0.06	0	0	0	0	0	0
FTF	Franklin Templeton Limited Duration	Finance	Closed-End Fund - Debt	0	1	10.73	0	1.3	0	0	0
FTLS	First Trust Long/Short Equity			0	0	0	0	0	0	0	0
FTSD	Franklin Short Duration U.S. Go			0	0	0	0	0	0	0	0
FUD	CMCI Food TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
FUE	MLCX Biofuels Index TR ETN Elements			0	0	0	0	0	0	0	0
FUT	Proshares Managed Futures Strat			0	0	0	0	0	0	0	0
FUTY	Fidelity MSCI Utilities Index E			0	0	0	0	0	0	0	0
FVAL	Fidelity Value Factor ETF			0	0	0	0	0	0	0	0
