Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
ACTG	Acacia Res-Acacia	Miscellaneous	Multi-Sector Companies	0	-3.19	0	50463240	0	0.42	1.69	1.04
ACTX	Glbl X Guru Actv ETF			0	0	0	0	0	0	0	0
ACUR	Acura Pharma Cmn	Consumer Durables	Major Pharmaceuticals	0	-0.83	0	11833330	0	0	3.43	0
ACWI	Ishares MSCI ACWI			0	0	0	0	0	0	0	0
ACWX	Ishares MSCI ACWI			0	0	0	0	0	0	0	0
ACXM	Acxiom Cp	Technology	EDP Services	213.98	0.13	0	78004220	0	2.64	2.5	3.03
ADAP	Adaptimmune Ther Ads			0	-0.51	0	70784220	0	0.3	31.51	1.67
ADBE	Adobe Systems Inc	Technology	Computer Software: Prepackaged Software	50.37	2.32	0	494052200	0	0.98	9.83	7.75
ADES	Advanced Emissions Solutions Inc	Basic Industries	Major Chemicals	14	0.85	0	22000850	0	0.15	4.41	0
ADHD	Alcobra Ltd. Ord			0	-0.88	0	27559320	0	0	0	0.63
ADI	Analog Devices Cmn	Technology	Semiconductors	27.73	2.76	2.17	308114500	1.68	3.38	6.89	4.56
ADMA	Adma Biologics Cmn			0	-1.7	0	12886180	0	0	6.56	0
ADMP	Adamis Pharmaceuticl			0	-1.54	0	21584620	0	0	17.25	2.7
ADMS	Adamas Pharma Cmn			0	-2.68	0	21982160	0	-0.07	349.76	2.57
ADP	Automatic Data Procs	Technology	EDP Services	26.28	3.72	2.33	448885700	2.28	2.32	3.64	11.49
ADRA	Bldrs Asia 50 Fd			0	0	0	0	0	0	0	0
ADRD	Bldrs Dev Mkts 100			0	-2.554	0	0	0	0	0	0
ADRE	Bldrs EM Mkts 50			0	-11.464	0	0	0	0	0	0
ADRO	Aduro Biotech Cmn			0	-0.92	0	67181900	0	0.07	9.23	2.99
ADRU	Bldrs EUR 100 Fd			0	0.085	0	0	0	0	0	0
ADSK	Autodesk Inc	Technology	Computer Software: Prepackaged Software	0	-2	0	222515900	0	-6.17	8.48	17.6
ADTN	Adtran Inc	Public Utilities	Telecommunications Equipment	30.07	0.72	1.66	48498840	0.36	12.55	1.64	2.18
ADUS	Addus Homecare Corpo	Health Care	Medical/Nursing Services	50.29	0.7	0	11366100	0	1.75	1.04	2.65
ADVM	Adverum Biotechnlgs			0	-3.27	0	41716670	0	0	58.45	0.48
ADXS	Advaxis Inc Cmn Stk			0	-2.08	0	40147190	0	0	90.55	3.02
ADXSW	Advaxis Inc Wts			0	0	0	0	0	0	0	0
AEGN	Aegion Corp Cmn Stk	Industrial Goods	Heavy Construction	0	-0.6	0	32612970	0	4.42	0.61	1.34
AEHR	Aehr Test Systems	Capital Goods	Electrical Products	0	-0.59	0	16643710	0	-0.61	4.3	15
AEIS	Advanced Energy	Capital Goods	Industrial Machinery/Components	19.48	3.18	0	39683820	0	0.37	5.09	6.28
AEMD	Aethlon Medical Cmn			0	-0.89	0	7781915	0	0	54.26	416
AEPI	AEP Inds Inc	Capital Goods	Specialty Chemicals	0	5.6	0	0	0	0	0	0
AERI	Aerie Pharmaceutical			0	-3.29	0	33297300	0	0	0	12.06
AETI	American Electric Te	Capital Goods	Building Products	0	-1.128	0	8337256	0	0	0.4386	1.2203
AEY	Addvantage Techs Grp	Consumer Services	Office Equipment/Supplies/Services	65.52	0.03	0	10131580	0	0	0.48	0.45
AEZS	Aeterna Zentaris	Consumer Durables	Major Pharmaceuticals	0	-2.91	0	11668850	0	0	48.56	9.08
AFAM	Almost Family Inc	Health Care	Medical/Nursing Services	28.85	1.64	0	10171100	0	2.44	0.78	1.61
AFH	Atlas Fincl Hld Ord			10.65	1.61	0	12022810	0	0	1.18	1.45
AFMD	Affimed N.V.			0	-1.07	0	33209760	0	0	9.14	1.43
AFSI	Amtrust Financial	Finance	Property-Casualty Insurers	11.89	2.31	2.49	170607500	0.68	0.82	0.88	1.78
AGEN	Agenus Inc	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-1.35	0	87127140	0	0	14.29	0
AGFS	Agrofresh Solutions			0	-0.88	0	49921930	0	-0.21	0.84	0.33
AGFSW	Agrofresh Sol Wrrnts			0	0	0	0	0	0	0	0
AGII	Argo Group Intl Hlds	Finance	Specialty Insurers	13.06	4.99	1.36	29907980	0.88	2.39	1.29	1.09
AGIIL	Argo Grp Itl Snr NTS			0	0	0	5749887000	0	0	0	0
AGIO	Agios Pharmaceutical			0	-4.8	0	42034920	0	0	36.16	4.82
AGLE	Aeglea Biothera Cmn			0	-3.06	0	13431000	0	0	12.43	0.9
AGNC	American Capital Age	Consumer Services	Real Estate Investment Trusts	10.69	1.79	11.31	331246800	2.16	-5.81	8.69	0.9
AGNCB	American Cap Agy Cor			14.2944	1.793	7.58	330863600	1.94	0	11.6184	1.2047
AGNCP	American Capital Pfd			14.26	1.79	7.85	330856500	2	0	11.59	1.2
AGND	Wt Brclys Usagg Ndur			0	0	0	0	0	0	0	0
AGRX	Agile Therap Cmn Stk			0	-1.03	0	28757710	0	0	0	1.4
AGTC	Applied Genetic Tech			12.7	0.63	0	18065750	0	0	2.64	1.05
AGYS	Agilysys Inc	Consumer Non-Durables	Electronic Components	0	-0.35	0	23207290	0	-1.27	1.6	1.75
AGZD	Wt Barc Usagg Zro Dr			0	0	0	0	0	0	0	0
AHGP	Alliance Holdings Gp	Energy	Coal Mining	9.57	3.11	7.12	59892330	2.2	0.76	0.92	3.06
AHPA	Avista Healthcare Public Acquisition Corp. Class			0	0	0	7500000	0	0	0	0
AHPAU	Avista Healthcare Public Acquisition Corp			0	0	0	0	0	0	0	0
AHPAW	Avista Healthcare Public Acquisition Corp. Warra			0	0	0	0	0	0	0	0
AHPI	Allied Healthcare	Health Care	Industrial Specialties	0	-0.65	0	4013762	0	0	0.24	0.49
AIA	Ishares Asia 50 ETF			0	0	0	0	0	0	0	0
AIMC	Altra Indtl Mtn Cmn	Capital Goods	Industrial Machinery/Components	34.81	1.15	1.56	26000000	0.6	1.73	1.42	3.99
AIMT	Aimmune Therap Cmn			0	-1.72	0	42382210	0	0.23	0	4.89
AINV	Apollo Investment Co	Finance	Closed-End Fund - Debt	0	-0.22	9.98	0	0.6	3.09	0	0
AIQ	Alliance Hlthcare Cmn			49.06	0.21	0	10580770	0	0	0.22	0
AIRG	Airgain Inc			117.61	0.14	0	7577246	0	0	3.06	6.89
AIRM	Air Methods Cp	Transportation	Transportation Services	14.13	2.67	0	36339520	0	0.79	1.2	2.5
AIRR	First Trust Rba Am I			0	0	0	0	0	0	0	0
AIRT	Air T Inc	Transportation	Air Freight/Delivery Services	0	-0.321	0	2041807	0	0	0.3045	1.8687
AKAM	Akamai Technologies	Miscellaneous	Business Services	35.73	1.79	0	172947600	0	1.59	4.72	3.43
AKAO	Achaogen Inc Cmn			0	-2.5	0	27451060	0	0	15.67	18.04
AKBA	Akebia Therapeutics			0	-3.3	0	18300200	0	0	0	3.7
AKER	Akers Biosciences Cmn			0	-1.08	0	5453061	0	0	2.357	1.463
AKRX	Akorn Inc	Consumer Durables	Major Pharmaceuticals	13.86	1.48	0	125427000	0	1.83	2.33	3.2
AKTX	Akari Therapeutics			0	-0.29	0	11775710	0	0	0	2.01
ALBO	Albireo Pharma Inc			0	-1.16	0	6292185	0	0	9.43	0
ALCO	Alico Inc	Consumer Non-Durables	Farming/Seeds/Milling	26.59	0.99	0.91	8330038	0.24	0	1.55	1.27
ALDR	Alder Biopharma Cmn			0	-2.86	0	50403220	0	-0.34	11127.53	2.94
ALDX	Aldeyra Therapeu Cmn			0	-1.73	0	6244681	0	0	0	2.3
ALGN	Align Technology I	Health Care	Industrial Specialties	41.62	2.33	0	79715380	0	1.4	7.08	7.68
ALGT	Allegiant Travel Com	Transportation	Air Freight/Delivery Services	12.97	13.21	1.66	16403970	2.8	5.39	2.03	6.27
ALIM	Alimera Sciences Inc	Consumer Durables	Major Pharmaceuticals	0	-0.8	0	64858330	0	0	2.6	0
ALJJ	Alj Regional Hold Cmn			13.77	0.3	0	34573850	0	0	0.52	1.9
ALKS	Alkermes Plc	Consumer Durables	Major Pharmaceuticals	0	-1.7	0	152059500	0	9.59	11.91	6.84
ALLT	Allot Communications	Technology	Computer Communications Equipment	0	-0.24	0	33090350	0	18.31	1.78	1.03
ALNY	Alnylam Pharmaceut	Consumer Durables	Major Pharmaceuticals	0	-4.55	0	85802060	0	-0.2	81.89	4.2
ALOG	Analogic Cp	Capital Goods	Electrical Products	76	1.05	0.51	12455010	0.4	1.8	1.91	1.84
ALOT	Astronova Inc	Technology	Computer peripheral equipment	24.61	0.57	1.99	7471886	0.28	0	1.09	1.5
ALQA	Alliqua Biomedical			0	-0.554	0	29669570	0	-0.05	0.886	0.366
ALRM	Alarm.Com Cmn			127.64	0.22	0	45940170	0	3.12	5.11	6.87
ALSK	Alaska Commun Sys	Public Utilities	Telecommunications Equipment	149.09	0.01	0	51359760	0	-1.66	0.37	0.54
ALTY	Global X Sprdv ETF			0	0	0	0	0	0	0	0
ALXN	Alexion Pharm Inc	Consumer Durables	Major Pharmaceuticals	77.14	1.64	0	223934900	0	1.3	9.63	3.35
AMAG	Amag Pharmaceuticals	Consumer Durables	Major Pharmaceuticals	53.45	0.44	0	34209030	0	-2.27	1.64	0.85
AMAT	Applied Materials	Technology	Semiconductors	22.94	1.54	1.12	1076444000	0.4	0.93	3.52	5.29
AMBA	Ambarella Inc			41.87	1.3	0	33198830	0	1.22	6.24	4.29
AMBC	Ambac Financial Grp			1.73	12.29	0	45120830	0	0.17	1.81	0.5
AMBCW	Ambac Financial Grp			0	0	0	0	0	0	0	0
AMCC	Applied Micro Crcts	Technology	Semiconductors	0	-0.38	0	0	0	18.78	0	0
AMCN	Airmedia Group Inc	Technology	Advertising	1.0263	2.358	0	62497420	0	0	0	0.4258
AMCX	Amc Networks Cl A			11.65	4.74	0	70471020	0	0.96	1.44	35.49
AMD	Adv Micro Devices			0	-0.6	0	930780500	0	-1.97	2.92	30.02
AMDA	Amedica Corporation			0	-1.304	0	26405870	0	0	0.626	0.602
AMED	Amedisys Inc	Health Care	Medical/Nursing Services	37.94	1.23	0	33533960	0	1.41	1.12	3.49
AMGN	Amgen	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	16.4	10.24	2.75	737983200	4.6	2.01	5.38	4.14
AMKR	Amkor Technology	Technology	Semiconductors	40.04	0.25	0	237713100	0	1.09	0.67	1.79
AMMA	Alliance Mma Inc			0	-0.19	0	8887755	0	0	0	2.19
AMNB	American Natl Bksh	Finance	Major Banks	18.57	1.89	2.72	8617948	0.96	4.56	4.83	1.51
AMOT	Allied Motion Tech	Capital Goods	Electrical Products	25.3	0.89	0.45	9370896	0.1	0.89	0.87	2.83
AMPH	Amphastar Pharma Cmn	Finance	Property & Casualty Insurance	36.51	0.46	0	46022730	0	1.42	2.86	2.34
AMRB	American River Bkshs	Finance	Major Banks	16.38	0.94	1.31	6603247	0.2	1.2	4.27	1.2
AMRI	Albany Molecular Res	Health Care	Biotechnology: Commercial Physical & Biological Resarch	0	-1.46	0	41590030	0	1.54	1.53	2.29
AMRK	A-Mark Precious Meta			21.88	0.97	1.54	7031030	0.32	0	0.02	2.16
AMRN	Amarin Corp Ads	Consumer Durables	Major Pharmaceuticals	0	-0.43	0	269182300	0	-0.04	7.75	0
AMRS	Amyris Inc	Basic Industries	Major Chemicals	0	-0.55	0	263018900	0	-0.07	2.44	0
AMSC	Amer Superconductor	Consumer Durables	Metal Fabrications	0	-1.74	0	14219220	0	-0.1	1.09	1.48
AMSF	Amerisafe Inc	Finance	Property-Casualty Insurers	15.11	4.27	1.13	19069770	0.72	1.59	3.04	2.39
AMSWA	Amer Software Inc	Technology	Computer Software: Prepackaged Software	39.61	0.26	4.31	29242690	0.44	2.92	2.73	3.19
AMTD	TD Ameritrade HD Cmn	Finance	Investment Bankers/Brokers/Service	26.46	1.6	1.72	527869600	0.72	1.61	6.78	4.33
AMTX	Aemetis Inc Cmn Stk			0	-1.05	0	19858270	0	0	0.18	0
AMWD	Amer Woodmark Cp	Basic Industries	Forest Products	19.7	3.93	0	16279070	0	2.28	1.27	3.95
AMZN	Amazon.Com Inc	Consumer Services	Catalog/Specialty Distribution	168.87	4.9	0	477001900	0	3.01	2.88	20.32
ANAB	Anaptysbio Inc.			0	-0.19	0	18469800	0	0	20.69	0
ANAT	Amer Natl Insurance	Finance	Life Insurance	17.45	6.84	2.79	26805160	3.28	0	0.98	0.67
ANCB	Anchor Bancorp	Finance	Banks	45.66	0.59	0	2503911	0	0	3.44	1.05
ANCX	Access National Corp	Finance	Savings Institutions	17.27	1.54	2.27	10635950	0.6	2.08	3.82	2.33
ANDA	Andina Acq Cp Ord Sh			0	-0.139	0	1764317	0	0	0	3.5792
ANDAR	Andina Acq Cp Rt			0	0	0	0	0	0	0	0
ANDAU	Andina Acq Cp Unit			0	0	0	0	0	0	0	0
ANDAW	Andina Acq Cp Wt			0	0	0	0	0	0	0	0
ANDE	Andersons Inc	Consumer Services	Farming/Seeds/Milling	0	-1.62	1.71	28194990	0.64	6.88	0.27	1.42
ANGI	Angie's List Inc			0	-0.05	0	59152380	0	-4.15	1.13	0
ANGO	Angiodynamics Inc	Health Care	Medical/Dental Instruments	0	-0.75	0	36504210	0	1.6	1.64	1.12
ANIK	Anika Therapeutics	Health Care	Medical/Dental Instruments	22.05	2.33	0	14623080	0	1.59	7.08	3.48
ANIP	ANI  Pharma Inc			92.68	0.68	0	11579940	0	1.02	6.78	4.36
ANSS	Ansys Inc	Technology	Computer Software: Prepackaged Software	32.93	2.94	0	86516620	0	3.51	8.6	3.73
ANTH	Anthera Pharmaceutic	Consumer Durables	Major Pharmaceuticals	0	-1.444	0	41955230	0	0	11.7771	3.2172
ANY	Sphere 3D Corp.			0	-1.687	0	51868510	0	-0.02	0.191	0.683
AOBC	American Outdoor Brands Corp.			8.45	2.38	0	56302940	0	0.54	1.27	2.94
AOSL	Alpha and Omega Semi	Technology	Semiconductors	75.15	0.1	0	23593050	0	-17.93	1.35	1.92
APDN	Applied Dna Scns Cmn			0	-0.51	0	26348390	0	0	12.6	3.9
APDNW	Applied Dna Sci Wrnt			0	0	0	0	0	0	0	0
APEI	American Pub. Edu.	Consumer Services	Other Consumer Services	14.5	1.68	0	16095060	0	-6.95	1.21	1.51
APEN	Apollo Endosurgery Inc			0	-6.31	0	5832800	0	0	1.1	0
APLP	Archrock Partners LP			0	-2.3	6.59	59794990	1.14	-1.24	1.8	2.26
APOG	Apogee Entrpr Inc	Capital Goods	Auto Parts:O.E.M.	20.48	2.85	0.98	28590990	0.56	1.61	1.56	3.67
APOL	Apollo Ed Grp A	Consumer Services	Other Consumer Services	0	-0.181	0	0	0	-0.64	0	0
APOP	Cellect Biotechnology Ltd			0	-1.04	0	5379447	0	0	0	3.16
APOPW	Cellect Biotechnology Ltd			0	0	0	0	0	0	0	0
APPF	Appfolio Cl A Cmn			0	-0.32	0	33695840	0	-4.34	8.51	12
APPS	Digital Turbine Cmn			0	-0.4	0	66630140	0	-0.08	0.5	0.68
APRI	Apricus Biosc Inc	Consumer Durables	Major Pharmaceuticals	0	-1.62	0	7733577	0	0	2.6	0
APTI	Apptio Inc			0	-2.76	0	38323240	0	0.26	4.07	9.13
APTO	Aptose Bioscns Cmn			0	-1.2	0	13452990	0	0	0	2.07
APVO	Aptevo Therapeutics Inc			0	-5.7	0	20246150	0	0	1.1	0.62
APWC	Asia Pac Wire &Cable	Basic Industries	Telecommunications Equipment	12.5009	0.225	0	13819460	0	0	0.1042	0.2695
AQB	Aquabounty Technologies Inc.			0	-1.5	0	5249836	0	0	0	0
AQMS	Aqua Metals Inc Cmn			0	-0.75	0	15578200	0	-0.58	0	6.26
AQXP	Aquinox Pharmaceutic			0	-1.81	0	23422780	0	0	0	2.98
ARAY	Accuray Incorporated	Health Care	Medical/Dental Instruments	0	-0.32	0	82896430	0	0.11	1.24	9.95
ARCB	Arcbest Corp			37.92	0.83	1.02	25621870	0.32	2.53	0.3	1.35
ARCC	Ares Capital Corp	Finance	Closed-End Fund - Debt	0	1.31	9	0	1.52	4.03	0	0
ARCI	Applnc Rcycl Ct Amer	Consumer Services	Home Furnishings	0	-0.39	0	6655738	0	0	0.07	0.69
ARCW	Arc Group Worldwide	Consumer Services	Telecommunications Equipment	48.35	0.1	0	18843180	0	5.87	0.8	1.86
ARDM	Aradigm Corp Cmn	Consumer Durables	Medical Appliances & Equipment	0	-2.33	0	14785370	0	0	288.68	3.62
ARDX	Ardelyx Inc Cmn			0	-2.82	0	47301340	0	-0.14	0	2.44
AREX	Approach Res. Inc	Energy	Oil & Gas Production	0	-1.09	0	41610780	0	-0.84	1.53	0.24
ARGS	Argos Therapeutics			0	-2.05	0	41246150	0	0	243.43	10.35
ARIA	Ariad Pharm Inc	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-0.17	0	194130000	0	23.38	24.91	0
ARII	American Railcar Ind	Capital Goods	Railroads	10.38	4.42	3.58	19361100	1.6	2.04	1.2	1.61
ARIS	Ari Network Svcs			52.73	0.1	0	17459770	0	2.67	1.88	3.04
ARKR	Ark Restaurants Cp	Consumer Services	Restaurants	14.78	1.15	4.42	3417826	1	0	0.51	1.94
ARLP	Alliance Resource Pt	Energy	Coal Mining	6.8	3.48	7.31	74418610	1.75	-1.29	0.91	1.29
ARLZ	Aralez Pharm Inc			0	-1.68	0	65426600	0	-0.1	6.98	1.86
ARNA	Arena Pharmaceutical	Consumer Durables	Major Pharmaceuticals	0	-0.38	0	243312900	0	0.22	7.82	106.43
AROW	Arrow Financial Corp	Finance	Major Banks	17.39	1.97	2.92	13482040	1	2.35	4.74	1.98
ARQL	Arqule Inc	Consumer Durables	Major Pharmaceuticals	0	-0.28	0	71115100	0	-0.84	15.53	3.26
ARRS	Arris Group Inc	Technology	Radio And Television Broadcasting And Communications Equipment	0	-0.23	0	189690700	0	0.53	0.88	1.81
ARRY	Array Biopharma Inc	Consumer Durables	Major Pharmaceuticals	0	-0.7	0	169307800	0	-1.64	52.52	40.78
ARTNA	Artesian Res Cp A	Public Utilities	Water Supply	22.69	1.32	2.99	9115038	0.91	5.48	3.49	2.01
ARTW	Art S Way MFG Co I	Capital Goods	Industrial Machinery/Components	0	-0.2	0	4107895	0	0	0.72	0.88
ARTX	Arotech Corp	Energy	Industrial Machinery/Components	0	-0.02	0	26213700	0	0	0.98	1.44
ARWR	Arrowhead Pharma	Health Care	Biotechnology: Commercial Physical & Biological Resarch	0	-1.17	0	74568530	0	-0.47	34.12	1.56
ASBB	Asb Bancorp Inc			96.21	0.33	0	3418898	0	0	3.33	1.17
ASCMA	Ascent Capital Group	Consumer Services	Television Services	0	-8.37	0	12101240	0	-0.15	0.33	0.82
ASET	Flxsh Rl As Al Ix Fd			0	0	0	0	0	0	0	0
ASFI	Asta Funding Inc	Finance	Finance Companies	16.27	0.63	0	11876100	0	0	2.07	0.67
ASMB	Assembly Biosciences			0	-2.35	0	17224860	0	0	0	3.9
ASML	Asml Hldg NY Reg	Technology	Industrial Machinery/Components	31.92	3.92	1.02	427072500	1.27	1.49	7.29	4.49
ASNA	Ascena Retail Grp Cmn	Consumer Services	Clothing/Shoe/Accessory Stores	49.34	0.11	0	191187400	0	0.62	0.14	0.52
ASND	Ascendis Pharma Ads			0	-2.74	0	25208830	0	-0.4	97.25	7.24
ASPS	Altisource Portfolio	Consumer Services	Other Consumer Services	141.26	0.21	0	18876880	0	0.27	0.53	7.04
ASRV	Ameriserv Financial	Finance	Major Banks	32.92	0.12	1.52	18903800	0.06	0	1.67	0.78
ASRVP	Ameriserv Fin Cap	Finance	Major Banks	0	0	0	0	0	0	0	0
ASTC	Astrotech Corp	Capital Goods	Military/Government/Technical	0	-0.64	0	20575160	0	0	9.44	1.38
ASTE	Astec Inds Inc	Capital Goods	Construction/Ag Equipment/Trucks	35.94	2.01	0.56	22978960	0.4	3	1.59	2.55
ASUR	Asure Software	Technology	EDP Services	0	-0.298	0	6546287	0	2.08	2.511	23.452
ASYS	Amtech Systems Inc	Technology	Industrial Machinery/Components	0	-0.53	0	13178270	0	-0.9	0.61	1.09
ATAI	Ata Inc ADR	Consumer Services	Other Consumer Services	221.25	0.02	0	22898310	0	0	1.26	1.48
ATAX	Amer First Mf Inv	Finance	Finance: Consumer Services	14.38	0.39	9.01	60251330	0.5	0	6.37	0.95
ATEC	Alphatec Holdings	Health Care	Medical/Dental Instruments	0	-21.66	0	0	0	0	0	0
ATHN	Athenahealth Inc	Miscellaneous	Business Services	219	0.52	0	39515280	0	1.96	4.25	7.26
ATHX	Athersys Inc	Consumer Durables	Major Pharmaceuticals	0	-0.06	0	85495800	0	-0.24	3.84	6.47
ATLC	Atlanticus Hldg Cp			0	-0.457	0	13912680	0	0	0.5181	5.147
ATLO	Ames Natl Corp	Finance	Major Banks	19.38	1.69	2.6	9309924	0.84	0	6.34	1.82
ATNI	Atn International	Public Utilities	Telecommunications Equipment	89.84	0.88	1.78	16135130	1.36	33.03	3.03	1.86
ATOM	Atomera Inc			0	-4.44	0	12024350	0	0	0	2.5
ATOS	Atossa Genetics Inc			0	-3.85	0	3789474	0	0	3468.19	1.13
ATRA	Atara Biotherap Cmn			0	-2.87	0	28859800	0	0	0	1.72
ATRC	Atricure Inc	Health Care	Medical/Dental Instruments	0	-1.14	0	33239070	0	-0.78	3.79	3.27
ATRI	Atrion Corp	Health Care	Medical/Dental Instruments	32.15	15.13	0.88	1824003	4.2	0	6.12	5.49
ATRO	Astronics Cp	Capital Goods	Military/Government/Technical	19.38	1.74	0	29038900	0	2.46	1.5	2.91
ATRS	Antares Pharma Cmn	Technology	Application Software	0	-0.17	0	155087700	0	-0.17	7.16	7.28
ATSG	Air Transport	Transportation	Air Freight/Delivery Services	28.99	0.57	0	59567950	0	55.28	1.33	3.01
ATTU	Attunity Ltd	Technology	Technical & System Software	0	-0.64	0	16841020	0	1.4	2.57	4.29
ATVI	Activision Blizzard	Technology	Computer Software: Prepackaged Software	36.9	1.15	0.66	744018700	0.26	1.48	4.47	3.24
AUBN	Auburn Natl Bncp I	Finance	Major Banks	15.06	2.24	2.73	3642921	0.9	0	4.52	1.41
AUDC	Audiocodes Ltd	Public Utilities	Telecommunications Equipment	15.36	0.45	0	32956580	0	0.84	1.55	2.07
AUPH	Aurinia Pharm Ord			0	-0.57	0	39726710	0	0	653.51	6.35
AVAV	Aerovironment Inc	Capital Goods	Aerospace	0	-0.19	0	23048860	0	-4.33	2.52	1.73
AVDL	Avadel Pharmaceuticals Plc			16.31	0.59	0	41241490	0	-0.06	2.62	10.81
AVEO	Aveo Pharmaceuticals	Consumer Durables	Major Pharmaceuticals	0	-0.436	0	75862070	0	0	7.6445	12.834
AVGO	Broadcom Ltd	Technology	Semiconductors	0	-4.75	1.99	398987900	4.08	0.97	6.19	4.33
AVGR	Avinger Inc Cmn			0	-4.02	0	22804000	0	0	3.21	4.68
AVHI	A V Homes Inc			2.82	5.85	0	22570300	0	0.71	0.52	0.88
AVID	Avid Tech Inc	Miscellaneous	Industrial Machinery/Components	5.72	0.97	0	40625220	0	0.22	0.43	0
